mach,altitude_m,h_m,r_m,theta_deg,T_ambient_K,P_ambient_Pa,p_recovery,dc60,meets_mil,P_fan_face_Pa,T2_K,P2_Pa,T3_K,P3_Pa,T4_K,P4_Pa,thrust_N,tsfc,isp_s,fuel_flow_kg_s,V_exit_m_s
1.6,15000,0.2,0.04,5.0,216.65,22630.6,0.957265,0.103504,0,21663.5,532.7,389942.8,1379.87,378244.5,1028.7,115800.6,5739.16,0.00017424,585.031,1.0,586.892
1.6,15000,0.2,0.04,10.0,216.65,22630.6,0.991442,0.084707,1,22436.9,532.7,403865.0,1379.87,391749.1,1028.7,119935.1,5739.16,0.00017424,585.031,1.0,586.892
1.6,15000,0.2,0.04,15.0,216.65,22630.6,0.985852,0.087781,1,22310.4,532.7,401588.0,1379.87,389540.3,1028.7,119258.8,5739.16,0.00017424,585.031,1.0,586.892
1.6,15000,0.2,0.04,20.0,216.65,22630.6,0.990036,0.08548,1,22405.1,532.7,403292.5,1379.87,391193.7,1028.7,119765.0,5739.16,0.00017424,585.031,1.0,586.892
1.6,15000,0.2,0.04,25.0,216.65,22630.6,0.979823,0.091097,1,22174.0,532.7,399132.2,1379.87,387158.2,1028.7,118529.6,5739.16,0.00017424,585.031,1.0,586.892
1.6,15000,0.25,0.04,5.0,216.65,22630.6,0.957265,0.123504,0,21663.5,532.7,389942.8,1379.87,378244.5,1028.7,115800.6,5739.16,0.00017424,585.031,1.0,586.892
1.6,15000,0.25,0.04,10.0,216.65,22630.6,0.991442,0.104707,1,22436.9,532.7,403865.0,1379.87,391749.1,1028.7,119935.1,5739.16,0.00017424,585.031,1.0,586.892
1.6,15000,0.25,0.04,15.0,216.65,22630.6,0.985852,0.107781,1,22310.4,532.7,401588.0,1379.87,389540.3,1028.7,119258.8,5739.16,0.00017424,585.031,1.0,586.892
1.6,15000,0.25,0.04,20.0,216.65,22630.6,0.990036,0.10548,1,22405.1,532.7,403292.5,1379.87,391193.7,1028.7,119765.0,5739.16,0.00017424,585.031,1.0,586.892
1.6,15000,0.25,0.04,25.0,216.65,22630.6,0.979823,0.111097,1,22174.0,532.7,399132.2,1379.87,387158.2,1028.7,118529.6,5739.16,0.00017424,585.031,1.0,586.892
2.0,0,0.05,0.04,5.0,288.15,101325.0,0.811894,0.123458,0,82265.1,708.51,1480772.6,1555.67,1436349.4,1088.61,340703.9,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.05,0.04,10.0,288.15,101325.0,0.882705,0.084512,0,89440.1,708.51,1609921.2,1555.67,1561623.5,1088.61,370419.1,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.05,0.04,15.0,288.15,101325.0,0.936241,0.055067,1,94864.7,708.51,1707564.1,1555.67,1656337.1,1088.61,392885.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.05,0.04,20.0,288.15,101325.0,0.964511,0.039519,1,97729.1,708.51,1759123.2,1555.67,1706349.5,1088.61,404748.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.05,0.04,25.0,288.15,101325.0,0.953005,0.045848,1,96563.2,708.51,1738137.3,1555.67,1685993.2,1088.61,399919.7,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.1,0.04,5.0,288.15,101325.0,0.811894,0.143458,0,82265.1,708.51,1480772.6,1555.67,1436349.4,1088.61,340703.9,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.1,0.04,10.0,288.15,101325.0,0.882705,0.104512,0,89440.1,708.51,1609921.2,1555.67,1561623.5,1088.61,370419.1,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.1,0.04,15.0,288.15,101325.0,0.936241,0.075067,1,94864.7,708.51,1707564.1,1555.67,1656337.1,1088.61,392885.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.1,0.04,20.0,288.15,101325.0,0.964511,0.059519,1,97729.1,708.51,1759123.2,1555.67,1706349.5,1088.61,404748.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.1,0.04,25.0,288.15,101325.0,0.953005,0.065848,1,96563.2,708.51,1738137.3,1555.67,1685993.2,1088.61,399919.7,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.15,0.04,5.0,288.15,101325.0,0.811894,0.163458,0,82265.1,708.51,1480772.6,1555.67,1436349.4,1088.61,340703.9,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.15,0.04,10.0,288.15,101325.0,0.882705,0.124512,0,89440.1,708.51,1609921.2,1555.67,1561623.5,1088.61,370419.1,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.15,0.04,15.0,288.15,101325.0,0.936241,0.095067,1,94864.7,708.51,1707564.1,1555.67,1656337.1,1088.61,392885.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.15,0.04,20.0,288.15,101325.0,0.964511,0.079519,1,97729.1,708.51,1759123.2,1555.67,1706349.5,1088.61,404748.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.15,0.04,25.0,288.15,101325.0,0.953005,0.085848,1,96563.2,708.51,1738137.3,1555.67,1685993.2,1088.61,399919.7,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.2,0.04,5.0,288.15,101325.0,0.811894,0.183458,0,82265.1,708.51,1480772.6,1555.67,1436349.4,1088.61,340703.9,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.2,0.04,10.0,288.15,101325.0,0.882705,0.144512,0,89440.1,708.51,1609921.2,1555.67,1561623.5,1088.61,370419.1,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.2,0.04,15.0,288.15,101325.0,0.936241,0.115067,1,94864.7,708.51,1707564.1,1555.67,1656337.1,1088.61,392885.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.2,0.04,20.0,288.15,101325.0,0.964511,0.099519,1,97729.1,708.51,1759123.2,1555.67,1706349.5,1088.61,404748.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.2,0.04,25.0,288.15,101325.0,0.953005,0.105848,1,96563.2,708.51,1738137.3,1555.67,1685993.2,1088.61,399919.7,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.25,0.04,5.0,288.15,101325.0,0.811894,0.203458,0,82265.1,708.51,1480772.6,1555.67,1436349.4,1088.61,340703.9,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.25,0.04,10.0,288.15,101325.0,0.882705,0.164512,0,89440.1,708.51,1609921.2,1555.67,1561623.5,1088.61,370419.1,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.25,0.04,15.0,288.15,101325.0,0.936241,0.135067,1,94864.7,708.51,1707564.1,1555.67,1656337.1,1088.61,392885.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.25,0.04,20.0,288.15,101325.0,0.964511,0.119519,1,97729.1,708.51,1759123.2,1555.67,1706349.5,1088.61,404748.2,-3842.22,inf,-391.664,1.0,603.74
2.0,0,0.25,0.04,25.0,288.15,101325.0,0.953005,0.125848,1,96563.2,708.51,1738137.3,1555.67,1685993.2,1088.61,399919.7,-3842.22,inf,-391.664,1.0,603.74
2.0,5000,0.05,0.04,5.0,255.65,54018.5,0.811894,0.123458,0,43857.3,628.6,789430.7,1475.76,765747.8,1061.38,202844.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.05,0.04,10.0,255.65,54018.5,0.882705,0.084512,0,47682.4,628.6,858282.4,1475.76,832534.0,1061.38,220535.7,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.05,0.04,15.0,255.65,54018.5,0.936241,0.055067,1,50574.3,628.6,910337.9,1475.76,883027.8,1061.38,233911.4,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.05,0.04,20.0,255.65,54018.5,0.964511,0.039519,1,52101.4,628.6,937825.2,1475.76,909690.4,1061.38,240974.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.05,0.04,25.0,255.65,54018.5,0.953005,0.045848,1,51479.8,628.6,926637.2,1475.76,898838.0,1061.38,238099.5,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.1,0.04,5.0,255.65,54018.5,0.811894,0.143458,0,43857.3,628.6,789430.7,1475.76,765747.8,1061.38,202844.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.1,0.04,10.0,255.65,54018.5,0.882705,0.104512,0,47682.4,628.6,858282.4,1475.76,832534.0,1061.38,220535.7,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.1,0.04,15.0,255.65,54018.5,0.936241,0.075067,1,50574.3,628.6,910337.9,1475.76,883027.8,1061.38,233911.4,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.1,0.04,20.0,255.65,54018.5,0.964511,0.059519,1,52101.4,628.6,937825.2,1475.76,909690.4,1061.38,240974.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.1,0.04,25.0,255.65,54018.5,0.953005,0.065848,1,51479.8,628.6,926637.2,1475.76,898838.0,1061.38,238099.5,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.15,0.04,5.0,255.65,54018.5,0.811894,0.163458,0,43857.3,628.6,789430.7,1475.76,765747.8,1061.38,202844.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.15,0.04,10.0,255.65,54018.5,0.882705,0.124512,0,47682.4,628.6,858282.4,1475.76,832534.0,1061.38,220535.7,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.15,0.04,15.0,255.65,54018.5,0.936241,0.095067,1,50574.3,628.6,910337.9,1475.76,883027.8,1061.38,233911.4,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.15,0.04,20.0,255.65,54018.5,0.964511,0.079519,1,52101.4,628.6,937825.2,1475.76,909690.4,1061.38,240974.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.15,0.04,25.0,255.65,54018.5,0.953005,0.085848,1,51479.8,628.6,926637.2,1475.76,898838.0,1061.38,238099.5,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.2,0.04,5.0,255.65,54018.5,0.811894,0.183458,0,43857.3,628.6,789430.7,1475.76,765747.8,1061.38,202844.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.2,0.04,10.0,255.65,54018.5,0.882705,0.144512,0,47682.4,628.6,858282.4,1475.76,832534.0,1061.38,220535.7,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.2,0.04,15.0,255.65,54018.5,0.936241,0.115067,1,50574.3,628.6,910337.9,1475.76,883027.8,1061.38,233911.4,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.2,0.04,20.0,255.65,54018.5,0.964511,0.099519,1,52101.4,628.6,937825.2,1475.76,909690.4,1061.38,240974.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.2,0.04,25.0,255.65,54018.5,0.953005,0.105848,1,51479.8,628.6,926637.2,1475.76,898838.0,1061.38,238099.5,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.25,0.04,5.0,255.65,54018.5,0.811894,0.203458,0,43857.3,628.6,789430.7,1475.76,765747.8,1061.38,202844.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.25,0.04,10.0,255.65,54018.5,0.882705,0.164512,0,47682.4,628.6,858282.4,1475.76,832534.0,1061.38,220535.7,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.25,0.04,15.0,255.65,54018.5,0.936241,0.135067,1,50574.3,628.6,910337.9,1475.76,883027.8,1061.38,233911.4,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.25,0.04,20.0,255.65,54018.5,0.964511,0.119519,1,52101.4,628.6,937825.2,1475.76,909690.4,1061.38,240974.2,-2245.73,inf,-228.923,1.0,596.141
2.0,5000,0.25,0.04,25.0,255.65,54018.5,0.953005,0.125848,1,51479.8,628.6,926637.2,1475.76,898838.0,1061.38,238099.5,-2245.73,inf,-228.923,1.0,596.141
2.0,10000,0.05,0.04,5.0,223.15,26434.8,0.811894,0.123458,0,21462.2,548.68,386319.9,1395.85,374730.3,1034.14,111877.5,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.05,0.04,10.0,223.15,26434.8,0.882705,0.084512,0,23334.1,548.68,420013.5,1395.85,407413.1,1034.14,121635.2,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.05,0.04,15.0,223.15,26434.8,0.936241,0.055067,1,24749.3,548.68,445487.7,1395.85,432123.0,1034.14,129012.4,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.05,0.04,20.0,223.15,26434.8,0.964511,0.039519,1,25496.6,548.68,458939.0,1395.85,445170.8,1034.14,132907.9,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.05,0.04,25.0,223.15,26434.8,0.953005,0.045848,1,25192.4,548.68,453463.9,1395.85,439860.0,1034.14,131322.3,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.1,0.04,5.0,223.15,26434.8,0.811894,0.143458,0,21462.2,548.68,386319.9,1395.85,374730.3,1034.14,111877.5,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.1,0.04,10.0,223.15,26434.8,0.882705,0.104512,0,23334.1,548.68,420013.5,1395.85,407413.1,1034.14,121635.2,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.1,0.04,15.0,223.15,26434.8,0.936241,0.075067,1,24749.3,548.68,445487.7,1395.85,432123.0,1034.14,129012.4,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.1,0.04,20.0,223.15,26434.8,0.964511,0.059519,1,25496.6,548.68,458939.0,1395.85,445170.8,1034.14,132907.9,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.1,0.04,25.0,223.15,26434.8,0.953005,0.065848,1,25192.4,548.68,453463.9,1395.85,439860.0,1034.14,131322.3,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.15,0.04,5.0,223.15,26434.8,0.811894,0.163458,0,21462.2,548.68,386319.9,1395.85,374730.3,1034.14,111877.5,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.15,0.04,10.0,223.15,26434.8,0.882705,0.124512,0,23334.1,548.68,420013.5,1395.85,407413.1,1034.14,121635.2,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.15,0.04,15.0,223.15,26434.8,0.936241,0.095067,1,24749.3,548.68,445487.7,1395.85,432123.0,1034.14,129012.4,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.15,0.04,20.0,223.15,26434.8,0.964511,0.079519,1,25496.6,548.68,458939.0,1395.85,445170.8,1034.14,132907.9,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.15,0.04,25.0,223.15,26434.8,0.953005,0.085848,1,25192.4,548.68,453463.9,1395.85,439860.0,1034.14,131322.3,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.2,0.04,5.0,223.15,26434.8,0.811894,0.183458,0,21462.2,548.68,386319.9,1395.85,374730.3,1034.14,111877.5,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.2,0.04,10.0,223.15,26434.8,0.882705,0.144512,0,23334.1,548.68,420013.5,1395.85,407413.1,1034.14,121635.2,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.2,0.04,15.0,223.15,26434.8,0.936241,0.115067,1,24749.3,548.68,445487.7,1395.85,432123.0,1034.14,129012.4,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.2,0.04,20.0,223.15,26434.8,0.964511,0.099519,1,25496.6,548.68,458939.0,1395.85,445170.8,1034.14,132907.9,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.2,0.04,25.0,223.15,26434.8,0.953005,0.105848,1,25192.4,548.68,453463.9,1395.85,439860.0,1034.14,131322.3,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.25,0.04,5.0,223.15,26434.8,0.811894,0.203458,0,21462.2,548.68,386319.9,1395.85,374730.3,1034.14,111877.5,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.25,0.04,10.0,223.15,26434.8,0.882705,0.164512,0,23334.1,548.68,420013.5,1395.85,407413.1,1034.14,121635.2,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.25,0.04,15.0,223.15,26434.8,0.936241,0.135067,1,24749.3,548.68,445487.7,1395.85,432123.0,1034.14,129012.4,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.25,0.04,20.0,223.15,26434.8,0.964511,0.119519,1,25496.6,548.68,458939.0,1395.85,445170.8,1034.14,132907.9,-523.99,inf,-53.414,1.0,588.444
2.0,10000,0.25,0.04,25.0,223.15,26434.8,0.953005,0.125848,1,25192.4,548.68,453463.9,1395.85,439860.0,1034.14,131322.3,-523.99,inf,-53.414,1.0,588.444
2.0,15000,0.05,0.04,5.0,216.65,22630.6,0.811894,0.123458,0,18373.7,532.7,330725.9,1379.87,320804.1,1028.7,98215.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.05,0.04,10.0,216.65,22630.6,0.882705,0.084512,0,19976.2,532.7,359570.8,1379.87,348783.7,1028.7,106781.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.05,0.04,15.0,216.65,22630.6,0.936241,0.055067,1,21187.7,532.7,381379.0,1379.87,369937.7,1028.7,113257.4,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.05,0.04,20.0,216.65,22630.6,0.964511,0.039519,1,21827.5,532.7,392894.6,1379.87,381107.8,1028.7,116677.2,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.05,0.04,25.0,216.65,22630.6,0.953005,0.045848,1,21567.1,532.7,388207.5,1379.87,376561.3,1028.7,115285.3,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.1,0.04,5.0,216.65,22630.6,0.811894,0.143458,0,18373.7,532.7,330725.9,1379.87,320804.1,1028.7,98215.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.1,0.04,10.0,216.65,22630.6,0.882705,0.104512,0,19976.2,532.7,359570.8,1379.87,348783.7,1028.7,106781.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.1,0.04,15.0,216.65,22630.6,0.936241,0.075067,1,21187.7,532.7,381379.0,1379.87,369937.7,1028.7,113257.4,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.1,0.04,20.0,216.65,22630.6,0.964511,0.059519,1,21827.5,532.7,392894.6,1379.87,381107.8,1028.7,116677.2,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.1,0.04,25.0,216.65,22630.6,0.953005,0.065848,1,21567.1,532.7,388207.5,1379.87,376561.3,1028.7,115285.3,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.15,0.04,5.0,216.65,22630.6,0.811894,0.163458,0,18373.7,532.7,330725.9,1379.87,320804.1,1028.7,98215.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.15,0.04,10.0,216.65,22630.6,0.882705,0.124512,0,19976.2,532.7,359570.8,1379.87,348783.7,1028.7,106781.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.15,0.04,15.0,216.65,22630.6,0.936241,0.095067,1,21187.7,532.7,381379.0,1379.87,369937.7,1028.7,113257.4,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.15,0.04,20.0,216.65,22630.6,0.964511,0.079519,1,21827.5,532.7,392894.6,1379.87,381107.8,1028.7,116677.2,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.15,0.04,25.0,216.65,22630.6,0.953005,0.085848,1,21567.1,532.7,388207.5,1379.87,376561.3,1028.7,115285.3,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.2,0.04,5.0,216.65,22630.6,0.811894,0.183458,0,18373.7,532.7,330725.9,1379.87,320804.1,1028.7,98215.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.2,0.04,10.0,216.65,22630.6,0.882705,0.144512,0,19976.2,532.7,359570.8,1379.87,348783.7,1028.7,106781.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.2,0.04,15.0,216.65,22630.6,0.936241,0.115067,1,21187.7,532.7,381379.0,1379.87,369937.7,1028.7,113257.4,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.2,0.04,20.0,216.65,22630.6,0.964511,0.099519,1,21827.5,532.7,392894.6,1379.87,381107.8,1028.7,116677.2,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.2,0.04,25.0,216.65,22630.6,0.953005,0.105848,1,21567.1,532.7,388207.5,1379.87,376561.3,1028.7,115285.3,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.25,0.04,5.0,216.65,22630.6,0.811894,0.203458,0,18373.7,532.7,330725.9,1379.87,320804.1,1028.7,98215.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.25,0.04,10.0,216.65,22630.6,0.882705,0.164512,0,19976.2,532.7,359570.8,1379.87,348783.7,1028.7,106781.1,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.25,0.04,15.0,216.65,22630.6,0.936241,0.135067,1,21187.7,532.7,381379.0,1379.87,369937.7,1028.7,113257.4,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.25,0.04,20.0,216.65,22630.6,0.964511,0.119519,1,21827.5,532.7,392894.6,1379.87,381107.8,1028.7,116677.2,-162.2,inf,-16.535,1.0,586.892
2.0,15000,0.25,0.04,25.0,216.65,22630.6,0.953005,0.125848,1,21567.1,532.7,388207.5,1379.87,376561.3,1028.7,115285.3,-162.2,inf,-16.535,1.0,586.892
